,name,number_in_team,team,headshot_src
439,"Thompson, Tristan",13,Cavaliers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202684.png
440,"Thornwell, Sindarius",0,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628414.png
441,"Tolliver, Anthony",43,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201229.png
442,"Towns, Karl-Anthony",32,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626157.png
443,"Trent Jr., Gary",9,Trail Blazers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629018.png
444,"Trier, Allonzo",14,Knicks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629019.png
445,"Tucker, PJ",17,Rockets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png
446,"Turner, Evan",1,Trail Blazers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202323.png
447,"Turner, Myles",33,Pacers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png
448,"Udoh, Ekpe",33,Jazz,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202327.png
449,"Valanciunas, Jonas",17,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202685.png
450,"Valentine, Denzel",45,Bulls,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627756.png
451,"Vanderbilt, Jarred",8,Nuggets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629020.png
452,"VanVleet, Fred",23,Raptors,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627832.png
453,"Vonleh, Noah",32,Knicks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203943.png
454,"Vucevic, Nikola",9,Magic,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png
455,"Wade, Dwyane",3,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2548.png
456,"Wagner, Moritz",15,Lakers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png
457,"Waiters, Dion",11,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203079.png
458,"Walker IV, Lonnie",1,Spurs,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png
459,"Walker, Kemba",15,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202689.png
460,"Wallace, Tyrone",9,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627820.png
461,"Wall, John",2,Wizards,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202322.png
462,"Wanamaker, Brad",9,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202954.png
463,"Warren, T.J.",12,Suns,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png
464,"Washburn, Julian",4,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627395.png
465,"Watanabe, Yuta",12,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629139.png
466,"Welsh, Thomas",45,Nuggets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629118.png
467,"Westbrook, Russell",0,Thunder,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png
468,"White, Derrick",4,Spurs,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png
469,"Whitehead, Isaiah",12,Pistons,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627785.png
470,"Whiteside, Hassan",21,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png
471,"Wiggins, Andrew",22,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png
472,"Williams III, Robert",44,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png
473,"Williams, Alan",15,Nets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626210.png
474,"Williams, C.J.",12,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203710.png
475,"Williams, Johnathan",19,Lakers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629140.png
476,"Williams, Kenrich",34,Pelicans,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png
477,"Williams, Lou",23,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png
478,"Williams, Marvin",2,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101107.png
479,"Williams, Troy",19,Kings,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627786.png
480,"Wilson, D.J.",5,Bucks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628391.png
481,"Winslow, Justise",20,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626159.png
482,"Wood, Christian",35,Bucks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png
483,"Wright, Delon",2,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626153.png
484,"Yabusele, Guerschon",30,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627824.png
485,"Young, Thaddeus",21,Pacers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png
486,"Young, Trae",11,Hawks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png
487,"Zeller, Cody",40,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png
488,"Zizic, Ante",41,Cavaliers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627790.png
489,"Zubac, Ivica",40,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627826.png
