,number_in_team,team,headshot_src,lastName,firstName,id
431,0,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201952.png,Teague,Jeff,431
432,17,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202066.png,Temple,Garrett,432
433,3,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629123.png,Terrell,Jared,433
434,12,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629150.png,Terry,Emanuel,434
435,27,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628464.png,Theis,Daniel,435
436,0,Nuggets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202738.png,Thomas,Isaiah,436
437,13,Pistons,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629017.png,Thomas,Khyri,437
438,42,Knicks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202498.png,Thomas,Lance,438
439,11,Warriors,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png,Thompson,Klay,439
440,13,Cavaliers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202684.png,Thompson,Tristan,440
441,0,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628414.png,Thornwell,Sindarius,441
442,43,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201229.png,Tolliver,Anthony,442
443,32,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626157.png,Towns,Karl-Anthony,443
444,9,Trail Blazers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629018.png,Trent Jr.,Gary,444
445,14,Knicks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629019.png,Trier,Allonzo,445
446,17,Rockets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png,Tucker,PJ,446
447,1,Trail Blazers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202323.png,Turner,Evan,447
448,33,Pacers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png,Turner,Myles,448
449,33,Jazz,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202327.png,Udoh,Ekpe,449
450,17,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202685.png,Valanciunas,Jonas,450
451,45,Bulls,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627756.png,Valentine,Denzel,451
452,8,Nuggets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629020.png,Vanderbilt,Jarred,452
453,23,Raptors,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627832.png,VanVleet,Fred,453
454,32,Knicks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203943.png,Vonleh,Noah,454
455,9,Magic,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png,Vucevic,Nikola,455
456,3,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2548.png,Wade,Dwyane,456
457,15,Lakers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png,Wagner,Moritz,457
458,11,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203079.png,Waiters,Dion,458
459,1,Spurs,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png,Walker IV,Lonnie,459
460,15,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202689.png,Walker,Kemba,460
461,9,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627820.png,Wallace,Tyrone,461
462,2,Wizards,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202322.png,Wall,John,462
463,9,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202954.png,Wanamaker,Brad,463
464,12,Suns,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png,Warren,T.J.,464
465,4,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627395.png,Washburn,Julian,465
466,12,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629139.png,Watanabe,Yuta,466
467,45,Nuggets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629118.png,Welsh,Thomas,467
468,0,Thunder,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png,Westbrook,Russell,468
469,4,Spurs,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,White,Derrick,469
470,12,Pistons,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627785.png,Whitehead,Isaiah,470
471,21,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png,Whiteside,Hassan,471
472,22,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png,Wiggins,Andrew,472
473,44,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png,Williams III,Robert,473
474,15,Nets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626210.png,Williams,Alan,474
475,12,Timberwolves,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203710.png,Williams,C.J.,475
476,19,Lakers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629140.png,Williams,Johnathan,476
477,34,Pelicans,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png,Williams,Kenrich,477
478,23,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png,Williams,Lou,478
479,2,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101107.png,Williams,Marvin,479
480,19,Kings,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627786.png,Williams,Troy,480
481,5,Bucks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628391.png,Wilson,D.J.,481
482,20,Heat,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626159.png,Winslow,Justise,482
483,35,Bucks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png,Wood,Christian,483
484,2,Grizzlies,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626153.png,Wright,Delon,484
485,30,Celtics,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627824.png,Yabusele,Guerschon,485
486,21,Pacers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png,Young,Thaddeus,486
487,11,Hawks,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png,Young,Trae,487
488,40,Hornets,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png,Zeller,Cody,488
489,41,Cavaliers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627790.png,Zizic,Ante,489
490,40,Clippers,http://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627826.png,Zubac,Ivica,490
