,year,round,pick,position,school,firstName,lastName
1009,2006,2,46,G,Illinois,Brown,Dee
1010,2006,2,47,PF,Louisiana Tech,Millsap,Paul
1011,2006,2,48,F,Dynamo St. Petersburg,Veremeenko,Vladimir
1012,2006,2,49,F,California,Powe,Leon
1013,2006,2,50,C,UCLA,Hollins,Ryan
1014,2006,2,51,C,WTC Cornellà,Samb,Cheikh
1015,2006,2,52,G,Miami (FL),Diaz,Guillermo
1016,2006,2,53,G,Union Olimpija,Halperin,Yotam
1017,2006,2,54,G,Arizona,Adams,Hassan
1018,2006,2,55,F,Union Bank Lagos,Ugboaja,Ejike
1019,2006,2,56,F,ASA BH Telecom,Bavčić,Edin
1020,2006,2,57,C,PAOK,Mavrokefalidis,Loukas
1021,2006,2,58,G,George Washington,Pinnock,J. R.
1022,2006,2,59,F,Cibona Zagreb,Markota,Damir
1023,2006,2,60,G,Iowa State,Blalock,Will
1024,2007,1,1,C,Ohio State,Oden,Greg
1025,2007,1,2,SF,Texas,Durant,Kevin
1026,2007,1,3,C,Florida,Horford,Al
1027,2007,1,4,PG,Ohio State,Conley,Mike
1028,2007,1,5,SF,Georgetown,Green,Jeff
1029,2007,1,6,PF,Guangdong Southern Tigers,Yi,Jianlian
1030,2007,1,7,SF,Florida,Brewer,Corey
1031,2007,1,8,PF,North Carolina,Wright,Brandan
1032,2007,1,9,C,Florida,Noah,Joakim
1033,2007,1,10,C,Washington,Hawes,Spencer
1034,2007,1,11,PG,Texas A&M,Law,Acie
1035,2007,1,12,PF,Georgia Tech,Young,Thaddeus
1036,2007,1,13,SF,Kansas,Wright,Julian
1037,2007,1,14,SF,Florida State,Thornton,Al
1038,2007,1,15,SG,Eastern Washington,Stuckey,Rodney
1039,2007,1,16,SG,USC,Young,Nick
1040,2007,1,17,PF,Boston College,Williams,Sean
1041,2007,1,18,SG,Fortitudo Bologna,Belinelli,Marco
1042,2007,1,19,PG,Georgia Tech,Crittenton,Javaris
1043,2007,1,20,PF,Colorado State,Smith,Jason
1044,2007,1,21,SG,Ohio State,Cook,Daequan
1045,2007,1,22,SF,Boston College,Dudley,Jared
1046,2007,1,23,SF,DePaul,Chandler,Wilson
1047,2007,1,24,SG,Joventut Badalona,Fernández,Rudy
1048,2007,1,25,SG,Rice,Almond,Morris
1049,2007,1,26,PG,Oregon,Brooks,Aaron
1050,2007,1,27,SG,UCLA,Afflalo,Arron
1051,2007,1,28,C,TAU Cerámica,Splitter,Tiago
1052,2007,1,29,SF,Wisconsin,Tucker,Alando
1053,2007,1,30,SG,Tapiolan Honka,Koponen,Petteri
1054,2007,2,31,PF,Purdue,Landry,Carl
1055,2007,2,32,PG,USC,Pruitt,Gabe
1056,2007,2,33,SF,Arizona,Williams,Marcus
1057,2007,2,34,PF,Nevada,Fazekas,Nick
1058,2007,2,35,PF,LSU,Davis,Glen
1059,2007,2,36,PF,Alabama,Davidson,Jermareo
1060,2007,2,37,PF,Duke,McRoberts,Josh
1061,2007,2,38,C,SK Cherkassy,Fesenko,Kyrylo
1062,2007,2,39,C,Široki Brijeg,Barać,Stanko
1063,2007,2,40,SF,Beijing Olympians,Sun,Yue
1064,2007,2,41,PF,Florida,Richard,Chris
1065,2007,2,42,SG,Vanderbilt,Byars,Derrick
1066,2007,2,43,SG,Iowa,Haluska,Adam
1067,2007,2,44,SF,North Carolina,Terry,Reyshawn
1068,2007,2,45,PG,Marist,Jordan,Jared
1069,2007,2,46,PF,Massachusetts,Lasme,Stephane
1070,2007,2,47,SF,Fresno State,McGuire,Dominic
1071,2007,2,48,C,Akasvayu Girona,Gasol,Marc
1072,2007,2,49,C,Pittsburgh,Gray,Aaron
1073,2007,2,50,SG,Maroussi,Seibutis,Renaldas
1074,2007,2,51,PG,Oklahoma State,Curry,JamesOn
1075,2007,2,52,PG,Florida,Green,Taurean
1076,2007,2,53,SF,Syracuse,Nichols,Demetris
1077,2007,2,54,SF,Townsville Crocodiles,Newley,Brad
1078,2007,2,55,PF,Providence,Hill,Herbert
1079,2007,2,56,PG,Nevada,Sessions,Ramon
1080,2007,2,57,SG,DePaul,Mejia,Sammy
1081,2007,2,58,PF,Olympia Larissa,Printezis,Giorgos
1082,2007,2,59,PG,Maryland,Strawberry,D.J.
1083,2007,2,60,C,Mega Ishrana,Raković,Milovan
1084,2008,1,1,PG,Memphis,Rose,Derrick
1085,2008,1,2,PF,Kansas State,Beasley,Michael
1086,2008,1,3,SG,USC,Mayo,O. J.
1087,2008,1,4,PG,UCLA,Westbrook,Russell
1088,2008,1,5,PF,UCLA,Love,Kevin
1089,2008,1,6,SF,Olimpia Milano,Gallinari,Danilo
1090,2008,1,7,SG,Indiana,Gordon,Eric
1091,2008,1,8,SF,West Virginia,Alexander,Joe
1092,2008,1,9,PG,Texas,Augustin,D. J.
1093,2008,1,10,C,Stanford,Lopez,Brook
1094,2008,1,11,PG,Arizona,Bayless,Jerryd
1095,2008,1,12,PF,Rider,Thompson,Jason
1096,2008,1,13,SG,Kansas,Rush,Brandon
1097,2008,1,14,PF,LSU,Randolph,Anthony
1098,2008,1,15,C,Stanford,Lopez,Robin
1099,2008,1,16,PF,Florida,Speights,Marreese
1100,2008,1,17,C,Georgetown,Hibbert,Roy
1101,2008,1,18,C,Nevada,McGee,Javale
1102,2008,1,19,PF,NC State,Hickson,J. J.
1103,2008,1,20,C,Hyères-Toulon,Ajinça,Alexis
1104,2008,1,21,PF,California,Anderson,Ryan
1105,2008,1,22,SG,Western Kentucky,Lee,Courtney
1106,2008,1,23,C,Ohio State,Koufos,Kosta
1107,2008,1,24,PF,L'Hospitalet,Ibaka,Serge
1108,2008,1,25,SF,Le Mans,Batum,Nicolas
1109,2008,1,26,PG,IUPUI,Hill,George
1110,2008,1,27,PF,Kansas,Arthur,Darrell
1111,2008,1,28,SF,Syracuse,Greene,Donté
1112,2008,1,29,PF,Indiana,White,D. J.
1113,2008,1,30,SG,New Mexico,Giddens,J. R.
1114,2008,2,31,C,Panathinaikos,Peković,Nikola
1115,2008,2,32,PF,UAB,Sharpe,Walter
1116,2008,2,33,PF,Memphis,Dorsey,Joey
1117,2008,2,34,PG,Kansas,Chalmers,Mario
1118,2008,2,35,C,Texas A&M,Jordan,DeAndre
1119,2008,2,36,C,Fenerbahçe Ülker,Aşık,Ömer
1120,2008,2,37,SF,UCLA,Mbah,"a Moute, Luc"
1121,2008,2,38,SG,Washington State,Weaver,Kyle
1122,2008,2,39,SG,Arkansas,Weems,Sonny
1123,2008,2,40,SG,Memphis,Douglas-Roberts,Chris
1124,2008,2,41,PF,Cairns Taipans,Jawai,Nathan
1125,2008,2,42,PG,Virginia,Singletary,Sean
1126,2008,2,43,SF,Georgetown,Ewing,"Jr., Patrick"
1127,2008,2,44,C,KK Zagreb,Tomić,Ante
1128,2008,2,45,PG,Union Olimpija,Dragić,Goran
1129,2008,2,46,PF,BYU,Plaisted,Trent
1130,2008,2,47,SG,Kansas State,Walker,Bill
1131,2008,2,48,SG,Oregon,Hairston,Malik
1132,2008,2,49,PF,Alabama,Hendrix,Richard
1133,2008,2,50,C,California,Hardin,DeVon
1134,2008,2,51,SG,Vanderbilt,Foster,Shan
1135,2008,2,52,PF,Kansas,Jackson,Darnell
1136,2008,2,53,PF,Red Star Belgrade,Dragićević,Tadija
1137,2008,2,54,PF,Oregon,Leunen,Maarty
1138,2008,2,55,PG,Idaho Stampede,Taylor,Mike
1139,2008,2,56,C,Kansas,Kaun,Sasha
1140,2008,2,57,PF,Maryland,Gist,James
1141,2008,2,58,SG,Kentucky,Crawford,Joe
1142,2008,2,59,SF,Virginia Tech,Washington,Deron
1143,2008,2,60,C,Fenerbahçe Ülker,Erden,Semih
1144,2009,1,1,PF,Oklahoma,Griffin,Blake
1145,2009,1,2,C,Connecticut,Thabeet,Hasheem
1146,2009,1,3,SG,Arizona State,Harden,James
1147,2009,1,4,SG,Memphis,Evans,Tyreke
1148,2009,1,5,PG,DKV Joventut,Rubio,Ricky
1149,2009,1,6,PG,Syracuse,Flynn,Jonny
1150,2009,1,7,PG,Davidson,Curry,Stephen
1151,2009,1,8,PF,Arizona,Hill,Jordan
1152,2009,1,9,SG,USC,DeRozan,DeMar
1153,2009,1,10,PG,Lottomatica Roma,Jennings,Brandon
1154,2009,1,11,SG,Louisville,Williams,Terrence
1155,2009,1,12,SG,Duke,Henderson,Gerald
1156,2009,1,13,PF,North Carolina,Hansbrough,Tyler
1157,2009,1,14,SF,Louisville,Clark,Earl
1158,2009,1,15,SF,Gonzaga,Daye,Austin
1159,2009,1,16,SF,Wake Forest,Johnson,James
1160,2009,1,17,PG,UCLA,Holiday,Jrue
1161,2009,1,18,PG,North Carolina,Lawson,Ty
1162,2009,1,19,PG,Wake Forest,Teague,Jeff
1163,2009,1,20,PG,VCU,Maynor,Eric
1164,2009,1,21,PG,UCLA,Collison,Darren
1165,2009,1,22,SF,Pamesa Valencia,Claver,Víctor
1166,2009,1,23,SF,Maccabi Tel Aviv,Casspi,Omri
1167,2009,1,24,C,Ohio State,Mullens,Byron
1168,2009,1,25,PG,Cholet,Beaubois,Rodrigue
1169,2009,1,26,PF,USC,Gibson,Taj
1170,2009,1,27,SF,Missouri,Carroll,DeMarre
1171,2009,1,28,SG,North Carolina,Ellington,Wayne
1172,2009,1,29,PG,Florida State,Douglas,Toney
1173,2009,1,30,SF,CB Prat,Eyenga,Christian
1174,2009,2,31,PF,Arizona State,Pendergraph,Jeff
1175,2009,2,32,SG,Central Florida,Taylor,Jermaine
1176,2009,2,33,PF,Villanova,Cunningham,Dante
1177,2009,2,34,PG,Real Madrid,Llull,Sergio
1178,2009,2,35,PF,Georgetown,Summers,DaJuan
1179,2009,2,36,SF,Pittsburgh,Young,Sam
1180,2009,2,37,PF,Pittsburgh,Blair,DeJuan
1181,2009,2,38,PF,Washington,Brockman,Jon
1182,2009,2,39,PF,Angelico Biella,Jerebko,Jonas
1183,2009,2,40,SF,Xavier,Brown,Derrick
1184,2009,2,41,SG,Kentucky,Meeks,Jodie
1185,2009,2,42,PG,Arkansas,Beverley,Patrick
1186,2009,2,43,SG,LSU,Thornton,Marcus
1187,2009,2,44,SF,Arizona,Budinger,Chase
1188,2009,2,45,PG,Florida,Calathes,Nick
1189,2009,2,46,SF,North Carolina,Green,Danny
1190,2009,2,47,PF,DKV Joventut,Norel,Henk
1191,2009,2,48,SF,Oklahoma,Griffin,Taylor
1192,2009,2,49,SG,MBC Mykolaiv,Gladyr,Sergiy
1193,2009,2,50,C,Michigan State,Suton,Goran
1194,2009,2,51,SG,Miami (FL),McClinton,Jack
1195,2009,2,52,PG,Connecticut,Price,A. J.
1196,2009,2,53,PG,Cholet,de,"Colo, Nando"
1197,2009,2,54,SG,UAB,Vaden,Robert
1198,2009,2,55,PG,Saint Mary's,Mills,Patty
1199,2009,2,56,PF,Saint Joseph's,Nivins,Ahmad
1200,2009,2,57,PF,Fenerbahçe Ülker,Preldžič,Emir
1201,2009,2,58,PG,Tennessee-Martin,Hudson,Lester
1202,2009,2,59,PF,Texas A&M,Elonu,Chinemelu
1203,2009,2,60,SF,Memphis,Dozier,Robert
1204,2010,1,1,PG,Kentucky,Wall,John
1205,2010,1,2,SF/SG,Ohio State,Turner,Evan
1206,2010,1,3,PF,Georgia Tech,Favors,Derrick
1207,2010,1,4,SF,Syracuse,Johnson,Wesley
1208,2010,1,5,C,Kentucky,Cousins,DeMarcus
1209,2010,1,6,C,Baylor,Udoh,Ekpe
1210,2010,1,7,PF,Georgetown,Monroe,Greg
1211,2010,1,8,SF,Wake Forest,Aminu,Al-Farouq
1212,2010,1,9,SF,Butler,Hayward,Gordon
1213,2010,1,10,SF,Fresno State,George,Paul
1214,2010,1,11,C,Kansas,Aldrich,Cole
1215,2010,1,12,SG,Kansas,Henry,Xavier
1216,2010,1,13,PF,North Carolina,Davis,Ed
1217,2010,1,14,PF,Kentucky,Patterson,Patrick
1218,2010,1,15,C,VCU,Sanders,Larry
1219,2010,1,16,SF,Nevada,Babbitt,Luke
1220,2010,1,17,PF,Cholet Basket,Séraphin,Kévin
1221,2010,1,18,PG,Kentucky,Bledsoe,Eric
1222,2010,1,19,SG,Texas,Bradley,Avery
1223,2010,1,20,SG,Oklahoma State,Anderson,James
1224,2010,1,21,PF,Iowa State,Brackins,Craig
1225,2010,1,22,SG,Memphis,Williams,Elliot
1226,2010,1,23,PF,Clemson,Booker,Trevor
1227,2010,1,24,SF,Texas,James,Damion
1228,2010,1,25,SG,USF,Jones,Dominique
1229,2010,1,26,SF,Washington,Pondexter,Quincy
1230,2010,1,27,SG,Xavier,Crawford,Jordan
1231,2010,1,28,PG,Maryland,Vásquez,Greivis
1232,2010,1,29,C,Kentucky,Orton,Daniel
1233,2010,1,30,SF,Marquette,Hayward,Lazar
1234,2010,2,31,C,Brose Bamberg,Pleiß,Tibor
1235,2010,2,32,C,Texas,Pittman,Dexter
1236,2010,2,33,C,Marshall,Whiteside,Hassan
1237,2010,2,34,PG,Nevada,Johnson,Armon
1238,2010,2,35,SF,Red Star Belgrade,Bjelica,Nemanja
1239,2010,2,36,SG,Ole Miss,White,Terrico
1240,2010,2,37,SF,New Mexico,Hobson,Darington
1241,2010,2,38,SG,Syracuse,Rautins,Andy
1242,2010,2,39,SG,Stanford,Fields,Landry
1243,2010,2,40,SG,Cincinnati,Stephenson,Lance
1244,2010,2,41,PF,Mississippi State,Varnado,Jarvis
1245,2010,2,42,SF,West Virginia,Butler,Da'Sean
1246,2010,2,43,SF,West Virginia,Ebanks,Devin
1247,2010,2,44,C,Tulsa,Jordan,Jerome
1248,2010,2,45,C,CB Murcia,Prestes,Paulão
1249,2010,2,46,PF,Georgia Tech,Lawal,Gani
1250,2010,2,47,PF,Oklahoma,Gallon,Tiny
1251,2010,2,48,SF,Tulsa 66ers,Williams,Latavious
1252,2010,2,49,PF,CB Gran Canaria,Richards,Ryan
1253,2010,2,50,C,Florida State,Alabi,Solomon
1254,2010,2,51,PF,Louisiana Tech,Rolle,Magnum
1255,2010,2,52,PF,Notre Dame,Harangody,Luke
1256,2010,2,53,SF,STB Le Havre,Sy,Pape
1257,2010,2,54,PG,Oklahoma,Warren,Willie
1258,2010,2,55,PF,WKU,Evans,Jeremy
1259,2010,2,56,C,Rutgers,Ndiaye,Hamady
1260,2010,2,57,PF,Florida State,Reid,Ryan
1261,2010,2,58,PF,UTEP,Caracter,Derrick
1262,2010,2,59,SF,Connecticut,Robinson,Stanley
1263,2010,2,60,PF,Miami,Collins,Dwayne
1264,2011,1,1,PG,Duke,Irving,Kyrie
1265,2011,1,2,SF/PF,Arizona,Williams,Derrick
1266,2011,1,3,C,Kentucky,Kanter,Enes
1267,2011,1,4,C/PF,Texas,Thompson,Tristan
1268,2011,1,5,C,Lietuvos rytas Vilnius,Valančiūnas,Jonas
1269,2011,1,6,PF,Partizan Belgrade,Veselý,Jan
1270,2011,1,7,C,Fuenlabrada,Biyombo,Bismack
1271,2011,1,8,PG,Kentucky,Knight,Brandon
1272,2011,1,9,PG,Connecticut,Walker,Kemba
1273,2011,1,10,PG/SG,BYU,Fredette,Jimmer
1274,2011,1,11,SG,Washington State,Thompson,Klay
1275,2011,1,12,SG,Colorado,Burks,Alec
1276,2011,1,13,PF,Kansas,Morris,Markieff
1277,2011,1,14,PF/SF,Kansas,Morris,Marcus
1278,2011,1,15,SF,San Diego State,Leonard,Kawhi
1279,2011,1,16,C,USC,Vučević,Nikola
1280,2011,1,17,SG,Georgia Tech,Shumpert,Iman
1281,2011,1,18,SF,Florida State,Singleton,Chris
1282,2011,1,19,SF,Tennessee,Harris,Tobias
1283,2011,1,20,PF,Benetton Treviso,Motiejūnas,Donatas
1284,2011,1,21,PG,Duke,Smith,Nolan
1285,2011,1,22,PF,Morehead State,Faried,Kenneth
1286,2011,1,23,PF,Real Madrid,Mirotić,Nikola
1287,2011,1,24,PG,Boston College,Jackson,Reggie
1288,2011,1,25,SG,Providence,Brooks,MarShon
1289,2011,1,26,SG,Texas,Hamilton,Jordan
1290,2011,1,27,PF,Purdue,Johnson,JaJuan
1291,2011,1,28,PG,Cleveland State,Cole,Norris
1292,2011,1,29,PG,Texas,Joseph,Cory
1293,2011,1,30,SG,Marquette,Butler,Jimmy
1294,2011,2,31,SF/SG,Cibona Zagreb,Bogdanović,Bojan
1295,2011,2,32,PF,Richmond,Harper,Justin
1296,2011,2,33,SF,Duke,Singler,Kyle
1297,2011,2,34,PG,Butler,Mack,Shelvin
1298,2011,2,35,SF,UCLA,Honeycutt,Tyler
1299,2011,2,36,PF,Maryland,Williams,Jordan
1300,2011,2,37,PF,Georgia,Thompkins,Trey
1301,2011,2,38,SF,Florida,Parsons,Chandler
1302,2011,2,39,PF,Tokyo Apache,Tyler,Jeremy
1303,2011,2,40,PF,Wisconsin,Leuer,Jon
1304,2011,2,41,PG,Michigan,Morris,Darius
1305,2011,2,42,SF,Union Olimpija,Bertāns,Dāvis
1306,2011,2,43,SG,UCLA,Lee,Malcolm
1307,2011,2,44,PG,Hofstra,Jenkins,Charles
1308,2011,2,45,C,Kentucky,Harrellson,Josh
1309,2011,2,46,PG,College of Charleston,Goudelock,Andrew
1310,2011,2,47,SG,Georgia,Leslie,Travis
1311,2011,2,48,C,Oakland,Benson,Keith
1312,2011,2,49,PG,Kansas,Selby,Josh
1313,2011,2,50,PF,Temple,Allen,Lavoy
1314,2011,2,51,SG,Ohio State,Diebler,Jon
1315,2011,2,52,PF,Florida,Macklin,Vernon
1316,2011,2,53,SG,Kentucky,Liggins,DeAndre
1317,2011,2,54,PF,Maccabi Tel Aviv,Macvan,Milan
1318,2011,2,55,SG,Purdue,Moore,Etwaun
1319,2011,2,56,PF,Bakersfield Jam,Maduabum,Chukwudiebere
1320,2011,2,57,SF,Al Rayyan,Ngombo,Tanguy
1321,2011,2,58,PF,Gold Coast Blaze,Majok,Ater
1322,2011,2,59,SG,Albacomp,Hanga,Ádám
1323,2011,2,60,PG,Washington,Thomas,Isaiah
1324,2012,1,1,PF/C,Kentucky,Davis,Anthony
1325,2012,1,2,SF,Kentucky,Kidd-Gilchrist,Michael
1326,2012,1,3,SG,Florida,Beal,Bradley
1327,2012,1,4,SG,Syracuse,Waiters,Dion
1328,2012,1,5,PF,Kansas,Robinson,Thomas
1329,2012,1,6,PG,Weber St.,Lillard,Damian
1330,2012,1,7,SF,North Carolina,Barnes,Harrison
1331,2012,1,8,SG,Washington,Ross,Terrence
1332,2012,1,9,C,Connecticut,Drummond,Andre
1333,2012,1,10,SG,Duke,Rivers,Austin
1334,2012,1,11,C,Illinois,Leonard,Meyers
1335,2012,1,12,SG,Connecticut,Lamb,Jeremy
1336,2012,1,13,PG,North Carolina,Marshall,Kendall
1337,2012,1,14,PF,North Carolina,Henson,John
1338,2012,1,15,SF,St. John's,Harkless,Maurice
1339,2012,1,16,PF,Iowa St.,White,Royce
1340,2012,1,17,C,North Carolina,Zeller,Tyler
1341,2012,1,18,PF,Kentucky,Jones,Terrence
1342,2012,1,19,PF,St. Bonaventure,Nicholson,Andrew
1343,2012,1,20,SG,Poitiers Basket,Fournier,Evan
1344,2012,1,21,PF,Ohio St.,Sullinger,Jared
1345,2012,1,22,C,Syracuse,Melo,Fab
1346,2012,1,23,SG,Vanderbilt,Jenkins,John
1347,2012,1,24,SG,Oregon St.,Cunningham,Jared
1348,2012,1,25,PG,Washington,Wroten,Tony
1349,2012,1,26,C,Duke,Plumlee,Miles
1350,2012,1,27,PF,Mississippi St.,Moultrie,Arnett
1351,2012,1,28,SF,Baylor,Jones,"III, Perry"
1352,2012,1,29,PG,Kentucky,Teague,Marquis
1353,2012,1,30,C,Vanderbilt,Ezeli,Festus
1354,2012,2,31,SF,Vanderbilt,Taylor,Jeffery
1355,2012,2,32,SG,Banca Cívica Sevilla,Satoranský,Tomáš
1356,2012,2,33,C,Florida St.,James,Bernard
1357,2012,2,34,SF,Marquette,Crowder,Jae
1358,2012,2,35,PF,Michigan St.,Green,Draymond
1359,2012,2,36,SG,UC Santa Barbara,Johnson,Orlando
1360,2012,2,37,PF,Baylor,Acy,Quincy
1361,2012,2,38,SF,Baylor,Miller,Quincy
1362,2012,2,39,SF,Texas A&M,Middleton,Khris
1363,2012,2,40,SG,Memphis,Barton,Will
1364,2012,2,41,PG,Kansas,Taylor,Tyshawn
1365,2012,2,42,SG,Kentucky,Lamb,Doron
1366,2012,2,43,PF,Virginia,Scott,Mike
1367,2012,2,44,SG,Missouri,English,Kim
1368,2012,2,45,C,LSU,Hamilton,Justin
1369,2012,2,46,SF,Kentucky,Miller,Darius
1370,2012,2,47,SG,Tennessee Tech,Murphy,Kevin
1371,2012,2,48,SF,Olympiacos,Papanikolaou,Kostas
1372,2012,2,49,PF,Norfolk St.,O'Quinn,Kyle
1373,2012,2,50,PF,Banvit,Turkyilmaz,Izzet
1374,2012,2,51,SF,Syracuse,Joseph,Kris
1375,2012,2,52,C,Clinicas Rincón,Kuzmić,Ognjen
1376,2012,2,53,PF,Galatasaray,Aldemir,Furkan
1377,2012,2,54,SF,Spirou Charleroi,Shengelia,Tornike
1378,2012,2,55,SG,Marquette,Johnson-Odom,Darius
1379,2012,2,56,PF,Cibona Zagreb,Zubčić,Tomislav
1380,2012,2,57,PF,Pınar Karşıyaka,Karaman,İlkan
1381,2012,2,58,SF,Purdue,Hummel,Robbie
1382,2012,2,59,PG,Missouri,Denmon,Marcus
1383,2012,2,60,C,Gonzaga,Sacre,Robert
1384,2013,1,1,PF/SF,UNLV,Bennett,Anthony
1385,2013,1,2,SG/PG,Indiana,Oladipo,Victor
1386,2013,1,3,SF,Georgetown,Porter,Otto
1387,2013,1,4,C/PF,Indiana,Zeller,Cody
1388,2013,1,5,C,Maryland,Len,Alex
1389,2013,1,6,C,Kentucky,Noel,Nerlens
1390,2013,1,7,SG,Kansas,McLemore,Ben
1391,2013,1,8,SG,Georgia,Caldwell-Pope,Kentavious
1392,2013,1,9,PG,Michigan,Burke,Trey
1393,2013,1,10,SG,Lehigh,McCollum,C. J.
1394,2013,1,11,PG,Syracuse,Carter-Williams,Michael
1395,2013,1,12,C,Pittsburgh,Adams,Steven
1396,2013,1,13,C,Gonzaga,Olynyk,Kelly
1397,2013,1,14,SG/SF,UCLA,Muhammad,Shabazz
1398,2013,1,15,SF/PF,Filathlitikos,Antetokounmpo,Giannis
1399,2013,1,16,C,Estudiantes,Nogueira,Lucas
1400,2013,1,17,PG,Phantoms Braunschweig,Schröder,Dennis
1401,2013,1,18,PG,Miami (FL),Larkin,Shane
1402,2013,1,19,SG/SF,Triumph Lyubertsy,Karasev,Sergey
1403,2013,1,20,SF,New Mexico,Snell,Tony
1404,2013,1,21,C,Louisville,Dieng,Gorgui
1405,2013,1,22,C,Duke,Plumlee,Mason
1406,2013,1,23,SF,Arizona,Hill,Solomon
1407,2013,1,24,SG,Michigan,Hardaway,"Jr., Tim"
1408,2013,1,25,SF,North Carolina,Bullock,Reggie
1409,2013,1,26,SG/SF,Colorado,Roberson,André
1410,2013,1,27,C,Cholet Basket,Gobert,Rudy
1411,2013,1,28,SF,ASVEL Basket,Jean-Charles,Livio
1412,2013,1,29,SG,Kentucky,Goodwin,Archie
1413,2013,1,30,PG,Lietuvos Rytas,Nedović,Nemanja
1414,2013,2,31,SG,California,Crabbe,Allen
1415,2013,2,32,SG/SF,FC Barcelona,Abrines,Álex
1416,2013,2,33,SG,Arizona State,Felix,Carrick
1417,2013,2,34,PG,Murray State,Canaan,Isaiah
1418,2013,2,35,SG,Rio Grande Valley Vipers,Rice,"Jr., Glen"
1419,2013,2,36,PG,Detroit,McCallum,"Jr., Ray"
1420,2013,2,37,PF,North Texas,Mitchell,Tony
1421,2013,2,38,PG,South Dakota State,Wolters,Nate
1422,2013,2,39,C,Kansas,Withey,Jeff
1423,2013,2,40,PF,Arizona,Jerrett,Grant
1424,2013,2,41,SG,San Diego State,Franklin,Jamaal
1425,2013,2,42,PG,Baylor,Jackson,Pierre
1426,2013,2,43,SG,Providence,Ledo,Ricky
1427,2013,2,44,C,Bucknell,Muscala,Mike
1428,2013,2,45,PF/C,FC Barcelona,Todorović,Marko
1429,2013,2,46,PG,Virginia Tech,Green,Erick
1430,2013,2,47,PG,Gipuzkoa Basket,Neto,Raul
1431,2013,2,48,PF,Duke,Kelly,Ryan
1432,2013,2,49,PF,Florida,Murphy,Erik
1433,2013,2,50,SF,Long Beach State,Ennis,James
1434,2013,2,51,PF,Oklahoma,Osby,Romero
1435,2013,2,52,PG,NC State,Brown,Lorenzo
1436,2013,2,53,C,Colorado State,Iverson,Colton
1437,2013,2,54,PF,Oregon,Kazemi,Arsalan
1438,2013,2,55,C,Partizan Belgrade,Lauvergne,Joffrey
1439,2013,2,56,PG,Louisville,Siva,Peyton
1440,2013,2,57,C,Missouri,Oriakhi,Alex
1441,2013,2,58,SF,Ohio State,Thomas,Deshaun
1442,2013,2,59,PF,Valencia Basket,Dubljević,Bojan
1443,2013,2,60,SF,BK Ventspils,Timma,Jānis
1444,2014,1,1,SF/SG,Kansas,Wiggins,Andrew
1445,2014,1,2,SF/PF,Duke,Parker,Jabari
1446,2014,1,3,C,Kansas,Embiid,Joel
1447,2014,1,4,PF,Arizona,Gordon,Aaron
1448,2014,1,5,PG/SG,Australian Institute of Sport,Exum,Dante
1449,2014,1,6,PG,Oklahoma State,Smart,Marcus
1450,2014,1,7,PF,Kentucky,Randle,Julius
1451,2014,1,8,SG,Michigan,Stauskas,Nik
1452,2014,1,9,PF,Indiana,Vonleh,Noah
1453,2014,1,10,PG,Louisiana–Lafayette,Payton,Elfrid
1454,2014,1,11,SF,Creighton,McDermott,Doug
1455,2014,1,12,SF/PF,Cibona Zagreb,Saric,Dario
1456,2014,1,13,SG,UCLA,LaVine,Zach
1457,2014,1,14,SF,North Carolina State,Warren,T. J.
1458,2014,1,15,PF,Michigan State,Payne,Adreian
1459,2014,1,16,C,Cedevita Zagreb,Nurkić,Jusuf
1460,2014,1,17,SG/SF,Kentucky,Young,James
1461,2014,1,18,PG,Syracuse,Ennis,Tyler
1462,2014,1,19,SG,Michigan State,Harris,Gary
1463,2014,1,20,SF,EC Pinheiros,Caboclo,Bruno
1464,2014,1,21,PF,Michigan,McGary,Mitch
1465,2014,1,22,SG,UCLA,Adams,Jordan
1466,2014,1,23,SG,Duke,Hood,Rodney
1467,2014,1,24,PG,Connecticut,Napier,Shabazz
1468,2014,1,25,C,Élan Chalon,Capela,Clint
1469,2014,1,26,SG,Texas Legends,Hairston,P. J.
1470,2014,1,27,SG,Partizan Belgrade,Bogdanović,Bogdan
1471,2014,1,28,SG,Washington,Wilcox,C. J.
1472,2014,1,29,SF/PF,Stanford,Huestis,Josh
1473,2014,1,30,SF,UCLA,Anderson,Kyle
1474,2014,2,31,SF,Chorale Roanne,Inglis,Damien
1475,2014,2,32,SF,Clemson,McDaniels,K. J.
1476,2014,2,33,SG,Virginia,Harris,Joe
1477,2014,2,34,SF,Wichita State,Early,Cleanthony
1478,2014,2,35,PF,Tennessee,Stokes,Jarnell
1479,2014,2,36,PF,Louisiana State,O'Bryant,"III, Johnny"
1480,2014,2,37,SF,Connecticut,Daniels,DeAndre
1481,2014,2,38,PG/SG,Colorado,Dinwiddie,Spencer
1482,2014,2,39,SF,Syracuse,Grant,Jerami
1483,2014,2,40,SF,Michigan,Robinson,"III, Glenn"
1484,2014,2,41,PF/C,Mega Vizura,Jokić,Nikola
1485,2014,2,42,PG/SG,Arizona,Johnson,Nick
1486,2014,2,43,C,CB Gran Canaria,Tavares,Walter
1487,2014,2,44,SG,Oklahoma State,Brown,Markel
1488,2014,2,45,PF,Stanford,Powell,Dwight
1489,2014,2,46,PG,Missouri,Clarkson,Jordan
1490,2014,2,47,PG/SG,Louisville,Smith,Russ
